institution_id,institution_name,open_to_xclerks,country_id,med_school,xclerk_interview_required
5434,"Campbell Univ., Wallace School of Osteopathic Medicine",US-Canadian,235,Y,Y
4495,Tuskegee Univ. ,No,235,N,N
5451,Universidade Estadual de Maringa,All,35,N,Y
5504,"Bharathidasan Univ., India",No,110,N,Y
5513,"Guild Hall School, United Kingdom",No,234,N,Y
2350,"Philipps-Universitat, Marburg, Germany",All,91,Y,N
5541,"Burrell College of Osteopathic Medicine, New Mexico",US-Canadian,235,Y,Y
5549,Oman Medical College,All,173,Y,Y
2357,"Pirogov's Medical School, Moskva, Russia",All,188,Y,Y
2358,"Pitie-Salpetriere Med School, Univ. of Paris, France",All,83,Y,Y
2369,"Pomorska Medical Academy, Poland",All,182,Y,Y
2371,"Pontificia Universidad Javeriana Med School, Colombia",All,54,Y,Y
4631,East Stroudsburg Univ. ,No,235,N,N
2384,"Prince of Songkla Univ., Songkla, Thailand",No,221,N,Y
4659,"Berne Univ., St. Kitts",No,191,N,Y
2393,"Punjab Medical Coll., Univ. of Punjab, Pakistan",All,174,Y,Y
4688,"Univ. of Connecticut, School of Social Work",No,235,N,N
2401,"Qingdao Medical Coll., China",All,51,Y,Y
4736,Arizona Coll. of Osteopathic Med. of Midwestern Univ. ,US-Canadian,235,Y,N
3509,"Univ. of Catania Faculty of Medicine & Surgery, Italy",All,116,Y,Y
5123,"PT BD Sharma Inst. of Medical Sciences, India",All,110,Y,N
5148,"Universidad Dr. Jose Matias Delgado, El Salvador",All,73,Y,Y
5223,Ohio University,No,235,N,Y
3513,"Univ. of Chile, Chile",All,50,Y,Y
5233,"New Univ. of Lisbon, Faculty of Medicine, Portugal",All,183,Y,Y
5251,"Universidad Nuestra Senora De La Paz, Bolivia",All,30,Y,Y
3516,"Univ. of Coimbra Faculty of Medicine, Portugal",All,183,Y,Y
3517,"Univ. of Colima, Mexico",All,149,Y,Y
5256,"Weizmann Inst. of Science, Israel",No,115,N,Y
3519,"Univ. of Colombo, Sri Lanka",All,208,Y,Y
5266,"Xiangya Med. School of Central South Univ., China",All,51,Y,Y
3521,"Univ. of Concepcion School of Medicine, Chile",All,50,Y,Y
5336,"Narayana Medical Coll., India",All,110,Y,Y
5337,"Maharishi Markandeshwar Inst. of Medical Sciences, India",All,110,Y,Y
3524,"Univ. of Copenhagen, Denmark",All,66,Y,Y
5338,"Banaras Hindu Univ. Inst. of Med Sciences, India",All,110,Y,Y
5339,"Chalmeda Anand Rao Inst. of Med. Sciences, India",All,110,Y,Y
3527,"Univ. of Dakar, Senegal",All,197,Y,Y
3528,"Univ. of Damascus Faculty of Medicine, Syria",All,217,Y,Y
3539,"Univ. of Edinburgh Medical School, Scotland",All,234,Y,N
3542,"Univ. of Erlangen, Germany",No,91,N,N
3543,"Univ. of Essen School of Medicine, Germany",All,91,Y,N
3547,"Univ. of Florence Medical School, Italy",All,116,Y,Y
3552,"Univ. of Fribourg, Switzerland",No,216,N,Y
3554,"Univ. of Geneva, Medical School, Switzerland",All,216,Y,Y
3555,"Univ. of Geneva, Switzerland",No,216,N,Y
3556,"Univ. of Genoa, Italy",No,116,N,Y
3557,"Univ. of Ghana Medical School, Ghana",All,92,Y,Y
3559,"Univ. of Glasgow Faculty of Medicine, Scotland",All,234,Y,N
3561,"Univ. of Goteborg, Sweden",All,215,Y,Y
3565,"Univ. of Graz, Medical Faculty, Austria",All,16,Y,Y
3567,"Univ. of Guadalajara Faculty of Medicine, Mexico ",All,149,Y,Y
3568,"Univ. of Guadalajara, Mexico",No,149,N,Y
3570,"Univ. of Guanajuato, Mexico",All,149,Y,Y
3574,"Univ. of Hamburg Faculty of Medicine, Germany",All,91,Y,N
3575,"Univ. of Hamburg, Germany",No,91,N,N
3578,"Univ. of Heidelberg, Germany",All,91,Y,N
3581,Univ. of Hong Kong ,No,51,N,Y
3584,"Univ. of Ibadan Medical School, Nigeria",All,167,Y,Y
3585,"Univ. of Ibadan, Nigeria",No,167,N,Y
3587,"Univ. of Iceland Medical School, Iceland",All,109,Y,Y
3589,"Univ. of Innsbruck, Medical Faculty, Austria",All,16,Y,Y
5144,"Mahatma Gandhi Mission's Medical College, India",All,110,Y,N
5154,"Universidad de la Sabana, School of Med, Colombia",All,54,Y,Y
5173,Michigan Technological Univ.,No,235,N,N
4685,"Faculte De Medecine D'Amiens, France",All,83,Y,Y
5178,"Univ. de La Frontera, Chile",All,50,Y,Y
4687,"Moscow State Medical Univ., Russia",All,188,Y,Y
5191,"Univ. of Dublin, Trinity Coll., Faculty of Medicine, Ireland",All,114,Y,N
5204,"Sri Devaraj URS Med. Coll., Bangalore Univ., India",All,110,Y,N
5269,"Istanbul Bilim Univ. School of Medicine, Turkey",All,227,Y,Y
5270,NULL,All,227,Y,Y
5271,"Jawaharlal Inst. of Postgraduate Medical Education, India",All,110,Y,Y
5293,"Southeast Univ., China",All,51,Y,Y
5308,Virginia Tech Carilion School of Medicine,US-Canadian,235,Y,Y
5316,"Univ. of Giessen, Medical School, Germany",All,91,Y,Y
4696,"Univ. of Koln, Germany",All,91,Y,N
5317,"Univ. of Regensburg, Germany",All,91,Y,Y
5318,"Business Academy Mannheim, Germany",All,91,N,Y
4699,"Faculty of Medicine of Souza Marques, Brazil",All,35,Y,Y
5363,"Shiraz Medical School, Iran",All,112,Y,Y
5408,"State Univ. of New York, New Paltz",No,235,N,Y
5443,Connecticut College,No,235,Y,Y
4703,"Univ. of Ulm Medical School, Germany",All,91,Y,N
5465,New Jersey Inst. of Technology,No,235,N,Y
5466,"Lanzhou Univ., China",No,51,N,Y
5514,Universidad San Pablo CEU,All,207,N,Y
4707,Heidelberg Univ.,No,188,N,Y
5515,Universidad Alfonso X El Sabio,All,207,N,Y
5525,Notre Dame of Maryland Univ.,No,235,N,Y
5529,London Business School,No,234,N,Y
4717,"Mkcg Medical Coll., India",All,110,Y,N
4720,"Chelyabinsk Medical Institute, Russia",All,188,Y,Y
4723,"Univ. of Shiraz, Iran",All,112,Y,Y
4725,"Dresden Univ. of Technology, Germany",All,91,Y,N
4726,Sri Ramachandra Univ.,All,110,Y,N
4728,"Gezira Univ., Sudan",All,211,Y,Y
4731,"Faculdade De Ciencias Medicas, Brazil",All,35,Y,Y
4734,"Tishreen Univ. School of Medicine, Syria",All,217,Y,Y
4735,"M.S.Ramaiah Medical Coll., India",All,110,Y,N
4737,"Army Medical Coll., Pakistan",All,174,Y,Y
4738,"G.S.V.M. Medical Coll., India",All,110,Y,N
4740,"Coimbatore Medical Coll., India",All,110,Y,N
4742,"Manipal Academy, India",No,110,N,N
4759,"Kazan State Meidcal Univ., Russia",All,188,Y,Y
4762,Univ. of Ulster,No,114,N,N
5121,"Federal Univ. of Ceara Fac. of Medicine, Brazil",All,35,Y,Y
5140,"Australian National Univ., Medical College, Australia",All,15,Y,N
972,Florida A and M Univ.,No,235,N,N
973,Florida Atlantic Univ. ,No,235,N,N
5156,"Yeditepe Univ. School of Medicine, Turkey",All,227,Y,Y
5157,"Himalayan Inst. of Medical Sciences, India",All,110,Y,N
5159,"Griffith Univ., School of Medicine, Australia",All,15,Y,N
5164,"Univ. of Rennes 1, France",No,83,N,Y
977,Florida International Univ.,No,235,N,N
5165,"Institut d'Etudes Politiques de Paris, France",No,83,N,Y
5194,"Univ. Cattolica del Sacro Cuore, Fac. of Medicine, Italy",All,116,Y,Y
980,Florida State Univ.,No,235,N,N
5195,"Russian People's Friendship Univ., Fac. of Medicine, Russia",All,188,Y,Y
5196,"NRI Medical College, India",All,110,Y,N
5208,"Government Medical Coll., Miraj, India",All,110,Y,N
5211,"Masarykovy Univ., Czech Republic",All,65,Y,Y
985,Fordham Univ.,No,235,N,N
5220,"Universidade Estadual do Ceara, Brazil",All,35,Y,Y
5342,"Gaziantep Univ. School of Medicine, Turkey",All,227,Y,Y
5357,"Southwestern Univ. MHAM Coll. of Medicine, Philippines",All,180,Y,Y
5404,"Alfaisal Univ., Coll. of Medicine, Saudi Arabia",All,196,Y,Y
5407,"Univ. of Stirling, United Kingdom",No,234,N,Y
5411,Salem State Univ.,No,235,N,Y
2720,"St. Antoine Medical Univ. of Paris, France",All,83,Y,Y
2722,"St. Bartholomew's Hosp Medical Coll., United Kingdom",All,234,Y,N
1001,Franklin and Marshall Coll. ,No,235,N,N
2735,"St. George's Hospital Med. School, Univ. of London, United Kingdom",All,234,Y,N
2742,Saint John's Medical Coll.,All,110,Y,N
1039,Furman Univ. ,No,235,N,N
2754,"St. Joseph's Univ. Medical School, Lebanon",All,130,Y,Y
1066,George Washington Univ. School of Medicine ,US-Canadian,235,Y,N
1067,George Washington Univ.,No,235,N,N
1071,Georgetown Univ. School of Medicine,US-Canadian,235,Y,N
1072,Georgetown Univ.,No,235,N,N
2773,"St. Mary's Hospital Medical School, Univ. of London, United Kingdom",All,234,Y,N
1074,Georgia Institute of Technology,No,235,N,N
1078,Georgia State Univ.,No,235,N,N
1081,Gettysburg Coll.,No,235,N,N
2787,"St. Thomas Hospital Med School, Univ. of London, United Kingdom",All,234,Y,N
5127,Pitzer Coll.,No,235,N,N
5128,North Carolina Central Univ.,No,235,N,N
5129,"Univ. of Alabama, Tuscaloosa",No,235,N,N
5130,Southeast Missouri State Univ.,No,235,N,N
4763,"Ayub Medical Coll., Pakistan",All,174,Y,Y
5131,Washburn Univ. of Topeka,No,235,N,N
4766,"Tver State Medical Academy, Russia",All,188,Y,Y
4767,"Binzhou Medical Coll., China",All,51,Y,Y
3067,Univ. of Illinois Col. of Medicine,US-Canadian,235,Y,N
4769,"Meiji Univ. of Oriental Medicine, Japan",All,118,Y,Y
4770,"Univ. of Oran, Algeria",All,4,Y,Y
5132,Univ. of Idaho,No,235,N,N
5133,Idaho Coll.,No,235,N,N
5162,Carroll College,No,235,N,N
4774,"S.N. Medical Coll., Agra, India",All,110,Y,N
5212,"KAP Viswanatham Gov. Med. Coll., India",All,110,Y,N
4776,"Dalian Medical Univ., China",All,51,Y,Y
4777,"Pramukh Swami Medical Coll., India",All,110,Y,N
4778,"Gazi Univ., Institute of Health Science, Turkey",All,227,Y,Y
5216,"Amrita School of Med, India",All,110,Y,N
5221,"P.S.G. Inst. of Medical Sciences & Research, India",All,110,Y,Y
4783,"Chinese Military Post Grad Medical School, China",All,51,Y,Y
4784,"Inje Univ., South Korea",All,124,Y,Y
4785,"Ajou Univ., South Korea",All,124,Y,Y
4788,"Erciyes Univ., Turkey",All,227,Y,Y
4790,"Sechenov First Moscow Medical Academy, Russia",All,188,Y,Y
4793,Univ. of Indonesia,All,111,Y,Y
3300,U.S. Naval Academy,No,235,N,N
4802,"Guiyang Medical Coll., China",All,51,Y,Y
4805,"Tamil Nadu Dr Mgr Medical Univ, India",All,110,Y,N
4956,Univ. of Pikeville-Kentucky Coll of Osteopathic Medicine,US-Canadian,235,Y,N
4810,"Dokuz Eylul Univ., Turkey",All,227,Y,Y
4814,"Rangsit Univ. - Bangkok, Thailand",All,221,Y,Y
4815,"Arkhangelsk State Medical Institute, Russia",All,188,Y,Y
4822,"Darbhanga Medical Coll., India",All,110,Y,N
4823,"State Medical Univ. N Testemitanu, Moldova, Russia",All,188,Y,Y
4825,"Samarkand State Medical School, Uzbekistan",All,239,Y,Y
4838,"Fatima Coll. of Medicine, Philippines",All,180,Y,Y
4839,"Kigezi International School of Medicine, United Kingdom",All,234,Y,N
4840,"Perpetual Help Coll. of Medicine, Philippines",All,180,Y,Y
4842,"Univ. of Queretaro, Mexico",All,149,Y,Y
4843,"Tashkent Medical Institute, Russia",All,188,Y,Y
4844,"M.L.N. Medical Coll., India",All,110,Y,N
5060,Ecole Polytechnique,No,83,N,Y
195,Barry University,No,235,N,N
5062,"Keele Univ. Faculty of Medicine, United Kingdom",All,234,Y,N
5069,"Univ. of Medicine & Surgery, Perugia, Italy",All,116,Y,Y
199,Bates Coll. ,No,235,N,N
5106,"Mahatma Gandhi Med Coll., Jaipur, India",All,110,Y,N
5135,"PES Institute of Medical Sciences, India",All,110,Y,N
5160,"GOA Medical College, GOA Univ., India",All,110,Y,N
5203,"Yeungnam Univ., Faculty of Medicine, South Korea",All,124,Y,Y
203,Baylor Col of Dentistry ,No,235,N,N
204,Baylor Col. of Medicine ,US-Canadian,235,Y,N
205,Baylor Univ. ,No,235,N,N
5217,"Nalanda Med Coll, Magadh Univ., India",All,110,Y,N
5225,"Univ. Latina de Panama, School of Medicine, Panama",All,176,Y,Y
5232,"Univ. of Kalamoon, Fac. of Medicine, Syria",All,217,Y,Y
5242,"Mutah Univ., Fac of Medicine, Jordan",All,119,Y,Y
5275,"Univ. of Torino Faculty of Medicine, Italy",All,116,Y,Y
5276,"Istanbul Cerrahpasa Univ. School of Medicine, Turkey",All,227,Y,Y
5277,"Chung Shan Med Univ., Taiwan",All,218,Y,Y
5283,Touro Univ. of Osteopathic Medicine - NV,US-Canadian,235,Y,Y
5292,"Universidade Federal Fluminense, Brazil",All,35,Y,Y
5295,"United Arab Emirates Univ, Fac of Medicine, United Arab Emirates",All,233,Y,Y
5296,"Univ. of Sao Francisco, Faculty of Medicine, Brazil",All,35,Y,Y
5297,"Pontificia Univ. Catholic do Rio Grande do Sol, Brazil",All,35,Y,Y
5306,"Univ. de Mogi das Cruzes, Brazil",All,35,Y,Y
5322,"Charles Univ. in Prague, Fac. of Medicine in Hradec Kralove, Czech Republic",All,65,Y,Y
5323,"Univ. Catolica de Honduras, Fac. of Medicine, Honduras",All,106,Y,Y
5346,"Fundacao Univ. de Caxias de Sul, Brazil",All,35,Y,Y
231,"Bennett Coll., NY",No,235,N,N
232,Bennington Coll.,No,235,N,N
5369,"Volgograd State Medical Unv., Russia",All,188,Y,Y
5370,"Autonomous Univ. of Barcelona, Spain",All,207,Y,Y
5371,"Maltepe Univ. Medical School, Turkey",All,227,Y,Y
252,Birmingham Southern Coll. ,No,235,N,N
273,Boston Coll.,No,235,N,N
284,Boston Univ. School of Medicine,US-Canadian,235,Y,N
289,Boston Univ. ,No,235,N,N
290,Bowdoin Coll. ,No,235,N,N
293,Wake Forest Univ. School of Medicine ,US-Canadian,235,Y,N
297,Brandeis Univ. ,No,235,N,N
311,Bridgewater State Coll. ,No,235,N,N
312,Brigham Young Univ.,No,235,N,N
2270,Pacific Univ.,No,235,N,N
5055,Univ. of Lethbridge,No,44,N,N
5070,"DR DY Patil Medical College, India",All,110,Y,N
5078,Rockefeller Univ.,No,235,N,N
5080,"Foundation Univ. Medical College, Pakistan",All,174,Y,Y
5119,"B.J. Medical Coll., Ahmedabad, India",All,110,Y,N
5146,"October 6th Univ., Faculty of Medicine, Egypt",All,72,Y,N
5174,"California State Univ., Fullerton",No,235,N,N
5190,"Univ. of Pierre & Marie Curie, Fac. of Medicine, France",All,83,Y,Y
2310,Peninsula Coll. ,No,235,N,N
2314,Pennsylvania State Coll.,No,235,N,N
2315,Pennsylvania State Univ. Col. of Medicine,US-Canadian,235,Y,N
3315,"Universidad Autonoma""Benito Juarez"" De Oaxaca",All,149,Y,Y
3316,"Universidad Autonoma""Juarez"" De Tabasco, Mexico",All,149,Y,Y
3317,"Universidad Autonoma De Aguascalientes, Mexico",All,149,Y,Y
3318,"Universidad Autonoma De Baja California, Mexico",All,149,Y,Y
3319,"Universidad Autonoma De Chiapas, Mexico",All,149,Y,Y
3320,"Universidad Autonoma De Chicuahua, Mexico",All,149,Y,Y
3321,"Universidad Autonoma De Ciudad Juarez, Mexico",All,149,Y,Y
3322,"Universidad Autonoma De Coahuila, Mexico",All,149,Y,Y
3323,"Universidad Autonoma De Durango, Mexico",All,149,Y,Y
3324,"Universidad Autonoma De Guadalajara, Mexico",All,149,Y,Y
3326,"Universidad Autonoma De Hidalgo, Pachuca, Mexico",All,149,Y,Y
3327,"Universidad Autonoma De Morelos, Cuernavaca, Mexico",All,149,Y,Y
3328,"Universidad Autonoma De Nuevo Leon Monterrey, Mexico",All,149,Y,Y
3329,"Universidad Autonoma De Puebla, Mexico",All,149,Y,Y
3330,"Universidad Autonoma De Tamaulipas, Mexico",All,149,Y,Y
3331,"Universidad Autonoma De Zacatecas, Mexico",All,149,Y,Y
3333,"Universidad Autonoma Metropolitana, Mexico City",All,149,Y,Y
3334,"Universidad Boliviana Mayor De San Andres, Bolivia",All,30,Y,Y
3336,Universidad Catolica De Santiago De Guayaquil ,All,71,Y,Y
3338,"Universidad Central De Venezuela, Venezuela",No,241,N,Y
3340,"Universidad Central, Quito, Ecuador",All,71,Y,Y
3343,"Universidad De Cuenca, Ecuador",All,71,Y,Y
3344,"Universidad De Guayaquil, Ciudad Universitaria",All,71,Y,Y
3345,"Universidad De LA Republica, Montevideo, Uruguay",All,237,Y,Y
3347,"Universidad De Los Andes, Venezuela",All,241,Y,Y
5152,"Univ. of Hong Kong, Faculty of Medicine, China",All,51,Y,Y
5175,Williamette Univ.,No,235,N,N
4845,"Krasnoyarsk Medical Institute, Russia",All,188,Y,Y
4847,"Nizhniy Novgorod State Med Academy, Russia",All,188,Y,Y
4848,"Kaunas Medical Univ., Lithuania",All,135,Y,Y
5176,Ursinus Coll.,No,235,N,N
4850,"Inha Univ., South Korea",All,124,Y,Y
5182,"Sharif Univ. of Technology, Iran",No,112,N,Y
4852,"Al-Ameen Medical Coll., India",All,110,Y,N
5193,Kent State Univ.,No,235,N,N
5219,"Royal Coll. of Surgeons Ireland, Bahrain",All,19,Y,Y
5222,"Univ. of Cambridge, United Kingdom",No,234,N,Y
5278,"Malaysia Science Univ., Malaysia",All,140,Y,Y
5279,"MISR Univ. for Science and Technology, Egypt",All,72,Y,Y
4858,"Irkutsk State Medical Univ., Russia",All,188,Y,Y
5280,"Taishan Medical Univ., China",All,51,Y,Y
4860,"Celal Bayar Univ., Turkey",All,227,Y,Y
5281,"NDMVP Samaj's Medical Coll., India",All,110,Y,Y
4862,"Russian State Medical Univ., Moscow, Russia",All,188,Y,Y
5284,"Dow Univ. of Health Sciences, Pakistan",All,174,Y,Y
5302,"University Coll. London Medical School, United Kingdom",All,234,Y,Y
5311,"Beni-Suef Fac. of Medicine, Egypt",All,72,Y,Y
4866,"Vinnitsa State Medical Univ., Ukraine",All,232,Y,Y
5312,"Univ. of Trieste Faculty of Medicine, Italy",All,116,Y,Y
5324,"An-Najah National Univ., Medical School",All,253,Y,Y
5344,"Katuri Medical College, India",All,110,Y,Y
5412,Seattle Univ. School of Law,No,235,N,Y
1736,Manchester Coll.,No,235,N,N
5413,Fuller Theological Seminary,No,235,N,Y
4873,"Dayanand Medical Coll., India",All,110,Y,N
4874,"Bukovynian State Medical Academy, Ukraine",All,232,Y,Y
4875,"Pravara Rural Medical Coll., India",All,110,Y,N
4880,"Sawai Man Singh Medical Coll., Jaipur, India",All,110,Y,N
4893,"Grodno State Medical Univ., Belarus",All,24,Y,Y
4894,"Donetsk State Medical Univ., Ukraine",All,232,Y,Y
1739,Manhattan Coll. ,No,235,N,N
4899,"Novosibirsk State Medical School, Russia",All,188,Y,Y
1743,Mankato State Univ.,No,235,N,N
4910,"Vilnius Univ., Lithuania",All,135,Y,Y
4915,"Shihezi Univ., Medical Coll., China",All,51,Y,Y
4917,"Univ. of Hartcourt, Coll. of Health Sciences, Nigeria",All,167,Y,Y
1751,Marietta Coll.,No,235,N,N
5091,"San Judas Tadeo Univ. School of Medicine, Costa Rica",All,59,Y,Y
5102,"Faculdade De Medicina, Universidad Federal Fluminense, Brazil",All,35,Y,Y
3760,"Univ. of Santiago Faculty of Medicine, Spain",All,207,Y,Y
5124,Univ. of Iran Medical College,All,112,Y,Y
5142,"Bond Univ. Medical School, Australia",All,15,Y,N
5145,"Jawaharlal Nehru Medical Coll., India",All,110,Y,N
3764,"Univ. of Sao Paulo Faculty of Medicine, Brazil",All,35,Y,Y
5167,Ross University,No,235,N,N
5168,Tennessee Technological Univ.,No,235,N,N
5169,Swiss Federal Institute of Technology,No,216,N,Y
5170,"Arabian Gulf Univ., College of Medicine, Bahrain",All,19,Y,Y
3771,"Univ. of Science and Technology, Ghana",All,92,Y,Y
3772,"Univ. of Sevilla, Faculty of Medicine of Cadiz",All,207,Y,Y
3773,"Univ. of Sheffield Medical School, England",All,234,Y,N
3778,"Univ. of Singapore, Singapore",No,201,N,Y
3780,Univ. of South Africa,All,206,Y,Y
3784,"Univ. of Stellenbosch, South Africa",All,206,Y,Y
3786,"Univ. of Strasbourg, France",No,83,N,Y
3791,"Univ. of Sydney, Australia",All,15,Y,N
3792,"Univ. of Tanta Faculty of Medicine, Egypt",All,72,Y,N
3794,"Univ. of Tasmania, Australia",All,15,Y,N
3797,"Tehran Univ. of Medical Science, Iran",All,112,Y,Y
3798,"Univ. of Teheran, Iran",No,112,N,Y
3801,"Univ. of the East, the Philippines",All,180,Y,Y
3802,"Univ. of the East-Ramon Magsaysay Mem Med Ctr, Philippines",All,180,Y,Y
3803,"Univ. of the Orange Free State, South Africa",All,206,Y,Y
3804,Univ. of the Philippines Coll. of Medicine ,All,180,Y,Y
3805,Univ. of the Philippines ,No,180,N,Y
3806,Univ. of the West Indies ,No,18,N,Y
3807,"Univ. of Witwatersrand, South Africa",All,206,Y,Y
3808,"Univ. of Tirana, Albania",All,3,Y,Y
3809,"Univ. of Tokyo, Faculty of Medicine",All,118,Y,Y
3810,"Univ. of Tokyo, Japan",No,118,N,Y
3818,"Univ. of Tromso, Norway",All,172,Y,Y
3819,"Univ. of Trondeim, Norway",All,172,Y,Y
3820,"Univ. of Tubingen, Germany",All,91,Y,N
3821,"Univ. of Turku, Finland",All,81,Y,Y
3824,"Univ. of Umea, Sweden",All,215,Y,Y
3825,"Univ. of Uppsala, Sweden",All,215,Y,Y
3827,"Utrecht Univ., the Netherlands",All,161,Y,Y
3828,"Univ. of Valencia Faculty of Medicine, Spain",All,207,Y,Y
3834,Univ. of Vienna Faculty of Medicine,All,16,Y,Y
5109,"Lahore Medical College, Lahore, Pakistan",All,174,Y,Y
5228,"Jordan Univ. of Science & Tech., Fac. of Medicine, Jordan",All,119,Y,Y
5229,"Lugansk Medical Univ., Ukraine",All,232,Y,Y
5230,"St. Petersburg State Univ., Fac. of Medicine, Russia",All,188,Y,Y
5240,"Univ. of East Anglia, Norwich Medical School, United Kingdom",All,234,Y,Y
4437,"Chang Gung Coll. of Medicine & Technology, Taiwan ",All,218,Y,Y
5257,"Univ. of Calgary, Canada",No,44,N,Y
5262,"Hutchinson Comm.Coll., Kansas",No,235,N,Y
5314,"Father Muller Medical College, India",All,110,Y,Y
5319,"Beijing Univ., China",All,51,N,Y
5352,"Lala Lajpat Rai Memorial Med. College, India",All,110,Y,Y
5390,"Univ. of Haiti Faculty of Medicine, Haiti",All,103,Y,Y
5392,"Pompeu Fabra Univ. Fac. of Health, Spain",All,207,Y,Y
4446,"Human Medicine Faculty, Julio De Mesquita Filho, Brazil",All,35,Y,Y
4455,"Heinrich-Heine Univ. School, Germany",All,91,Y,N
4461,"Federal Univ. of Sao Paulo, Brazil",No,35,N,Y
4462,"Shandong Medical Univ., China",All,51,Y,Y
4466,"Nanjing Medical Coll., China",All,51,Y,Y
4468,"Universidad San Agustin, Arequipa, Peru",All,179,Y,Y
4472,North China Coal Medical Coll.,All,51,Y,Y
4473,"Univ. of Medicine and Pharmacy, Carol Davila, Romania",All,187,Y,Y
4482,"N.R.S. Medical Coll., Calcutta Univ., India",All,110,Y,N
4491,"Linyi Medical Coll., China",All,51,Y,Y
2678,Southern Illinois Univ. School of Medicine ,US-Canadian,235,Y,N
4500,Royal Coll. of Surgeons Ireland,All,114,Y,N
4503,Chiba Univ. School of Medicine ,All,118,Y,Y
4505,"Faculty of Medicine Creteil, Paris France",All,83,Y,Y
4508,"National Institute of Medical Sciences, Algeria",All,4,Y,Y
4509,"Institute of Medical Science Annaba, Algeria",All,4,Y,Y
4511,"Gauhati Medical Coll., India ",All,110,Y,N
4515,"Kagawa Medical School, Japan",All,118,Y,Y
3354,"Universidad Del Norte Faculty of Medicine, Colombia",All,54,Y,Y
5125,Champlain College,No,235,N,N
5166,"Inst. of Medicine, Tribhuvan Univ, Nepal",All,160,Y,Y
3357,"Universidad Del Sudeste, Cuidad Univ. Mexico",All,149,Y,Y
5252,"Ryazan State I.P. Pavlov Medical Univ., Russia",All,188,Y,Y
3359,"Universidad Del Zulia, Venezuela",All,241,Y,Y
3360,"Universidad Francisco Marroquin, Guatemala",All,99,Y,Y
3361,"Universidad Juarez Del Estado De Durango, Mexico",All,149,Y,Y
3362,"Universidad De Salle, Mexico",All,149,Y,Y
3363,"Universidad Libre, Faculty of Medicine, Colombia",All,54,Y,Y
3364,"Universidad Mayor De San Simon, Bolivia",All,30,Y,Y
5253,"RCSM Government Medical Coll., India",All,110,Y,Y
3366,Universidad Nacional Autonoma De Mexico ,All,149,Y,Y
3367,Universidad Nacional Autonoma De Nicaragua,All,165,Y,Y
5254,"King Saud Bin Abdullaziz Univ. for Health Sciences, Saudi Arabia",All,196,Y,Y
5255,"Services Inst. of Medical Sciences, Pakistan",All,174,Y,Y
5298,"Hull York Medical School, United Kingdom",All,234,Y,Y
3371,"Universidad Nacional De Loja, Ecuador",All,71,Y,Y
5299,"Benha Fac. of Medciine, Egypt",All,72,Y,Y
3373,"Universidad Nacional De Trujillo, Peru",All,179,Y,Y
5300,"Universidad San Francisco de Quito, Ecuador",All,71,Y,Y
5340,"Gulf Medical Univ., United Arab Emirates",All,233,Y,Y
3376,"Universidad Nacional Federico Villarreal, Lima, Peru",All,179,Y,Y
3377,"Universidad Nacional Mayor De San Marcos, Peru",All,179,Y,Y
5343,"BP Koirala Inst. of Health Science, Nepal",All,160,Y,Y
3379,"Universidad Peruana Cayetano Heredia, Peru",No,179,N,Y
3382,"Universidad Veracruzana, Mexico",All,149,Y,Y
3387,"Universidade Gama Filho, Brazil",All,35,Y,Y
3394,"Universitaire Instelling Antwerpen, Belgium",All,25,Y,Y
3402,"Universite De Medecine Toulouse Rangeuil, France",All,83,Y,Y
3409,"Universite Libre De Bruxelles, Belgium",All,25,Y,Y
3414,"Universite Scientifique Et Medicale De Grenoble, France ",All,83,Y,Y
3418,"Univ. Coll. Hospital Dental School, London, United Kingdom",All,234,Y,N
3419,"Univ. Coll. Hospital Medical School, United Kingdom",All,234,Y,N
3422,"Univ. Coll., Dublin, Ireland",All,114,Y,N
3590,"Univ. of Isfahan, Iran",All,112,Y,Y
5067,"Charite - Humboldt Universitat, Germany",All,91,Y,N
5094,"Vinayaka Mission's Medical College, India",All,110,Y,N
5134,"Chhattisgarh Inst. of Medical Sciences, India",All,110,Y,N
5136,"Maharashtra Inst. of Med., Talegaon, India",All,110,Y,N
5155,"Sri BM Patil Med Coll., Karnataka Univ., India",All,110,Y,N
5243,Texas Tech University,No,235,N,Y
5244,Truman State Univ.,No,235,N,Y
319,Brown Univ. Medical School,US-Canadian,235,Y,N
5245,Univ. of San Diego,No,235,N,Y
5246,Old Dominion Univ.,No,235,N,Y
5291,"Smolensk State Medical Academy, Russia",All,188,Y,Y
5325,"GSL Medical College, India",All,110,Y,Y
5364,"Univ. of Milano Faculty of Medicine, Italy",All,116,Y,Y
5391,"Pontificia Univ. Catolica Fac. of Medicine, Chile",All,50,Y,Y
4533,"Vladivostok Medical Institute, Russia",All,188,Y,Y
5398,Oklahoma Christian Univ.,No,235,N,Y
5399,"Tsinghua Univ., China",No,51,N,Y
5436,"Coll. of Medicine & Allied Health, Sierra Leone",No,200,Y,Y
5438,William Mitchell College of Law,No,235,N,Y
5536,"University College, Dublin",No,114,N,Y
5542,California Northstate Univ. Coll. of Medicine,US-Canadian,235,Y,Y
4543,"Medizinische Hochschule, Hannover, Germany",All,91,Y,N
4554,"Anhui Medical Univ., China",All,51,Y,Y
4559,"Univ. of Istanbul, Turkey",No,227,N,Y
4560,"Cardiff Univ., Faculty of Medicine, United Kingdom",All,234,Y,N
