,Correct_Univ_1(my.harvard),org_id_1,Correct_Univ_2(my.harvard),org_id_2,Tested_Univ(madris),institution_id,Best_Rating
917,"('JICHIMEDICALUNIVERSITY', 95)",1000049098,"('ACHMEDICALUNIVERSITY', 95)",1000049843,AICHIMEDICALUNIVERSITY,4576,95
590,"('NRSMEDICALCOLLEGE', 94)",1000049267,"('OMANMEDICALCOLLEGE', 86)",1000049918,NRIMEDICALCOLLEGE,5196,94
1810,"('UNIVERSITYOFPARISVI', 94)",1000049055,"('UNIVERSITYOFPISA', 91)",1000049208,UNIVERSITYOFPARIS,3711,94
1811,"('UNIVERSITYOFPARISVI', 94)",1000049055,"('UNIVERSITYOFPISA', 91)",1000049208,UNIVERSITYOFPARIS,3713,94
2087,"('JUSTUS-LIEBIGUNIVERSITYGIESSEN', 94)",1000046897,"('LEHIGHUNIVERSITY', 73)",1000042732,JUSTUS-LIEBIG-UNIVERSITATGIESSEN,1432,94
1440,"('STJOSEPHSCOLLEGEME', 94)",1000044544,"('SAINTJOSEPHSCOLLEGE', 91)",1000035612,STJOSEPHSCOLLEGE,2753,94
602,"('FRANKLINMARSHALLCOLLEGE', 94)",1000041792,"('HILLCOLLEGE', 82)",1000000913,FRANKLINANDMARSHALLCOLLEGE,1001,94
498,"('UNIVERSITYOFLIMA', 94)",1000047553,"('UNIVERSITYOFCOLOMBO', 86)",1000049196,UNIVERSITYOFCOLIMA,3517,94
829,"('HUTCHINSONCOMMUNITYCOLLEGE', 94)",1000000912,"('HUTCHINSONCMTYCOLLEGE', 82)",1000042214,HUTCHINSONCOMMUNITYCOLL,5262,94
626,"('UNIVERSITYOFJORDAN', 94)",1000047642,"('UNIVERSITYOFLORRAINE', 89)",1000048875,UNIVERSITYOFORAN,4770,94
68,"('RIVERSIDECOMMUNITYCOLLEGE', 94)",1000000604,"('RIVERLANDCOMMUNITYCOLLEGE', 81)",1000000850,RIVERSIDECOMMUNITYCOLL,5214,94
213,"('EASTERNVIRGINIAMEDICALSCH', 94)",1000046640,"('ISCHOOL', 77)",1000002555,EASTERNVIRGINIAMEDICALSCHOOL,820,94
1187,"('HARVARDGRADSCHOFEDUCATION', 94)",1000046761,"('SCHOOLONE', 80)",1000027703,HARVARDGRADSCHOOLOFEDUCATION,1176,94
817,"('UNIVERSITYOFBUEA', 94)",1000047613,"('UNIVERSITYOFUTAH', 88)",1000045175,UNIVERSITYOFUMEA,3824,94
508,"('UNIVERSITYOFDHAKA', 94)",1000048881,"('UNIVERSITYOFAKRON', 88)",1000045221,UNIVERSITYOFDAKAR,3527,94
809,"('UNIVERSITYOFTHEWITWATERSRAND', 94)",1000047715,"('UNIVERSITYOFWARSAW', 79)",1000040906,UNIVERSITYOFWITWATERSRAND,3807,94
1171,"('GUSTAVUSADOLPHUSCOLL', 93)",1000041998,"('RANDOLPHCOLLEGE', 78)",1000043957,GUSTAVUSADOLPHUSCOLLEGE,1130,93
518,"('UNIVERSITYOFGHANAMEDICALSC', 93)",1000048830,"('UNIVERSITYOFGHANA', 90)",1000047629,UNIVERSITYOFGHANAMEDICALSCHOOL,3557,93
2033,"('ROGERSSTATEUNIVERSITY', 93)",1000000963,"('RIVERSSTATEUNIVERSITY', 88)",1000049712,RUTGERSSTATEUNIVERSITY,2507,93
629,"('CARROLLCOLLEGEMT', 93)",1000040832,"('CARROLLCMTYCOLLEGE', 88)",1000040831,CARROLLCOLLEGE,5162,93
1441,"('SAINTJOSEPHSUNIVERSITY', 93)",1000044135,"('SAINTJOHNSUNIVERSITY', 82)",1000044134,STJOSEPHSUNIVERSITY,2755,93
1172,"('NATIONALYANGMINGMEDICALCOL', 93)",1000049251,"('OMANMEDICALCOLLEGE', 80)",1000049918,NATIONALYANGMINGMEDICALCOLLEGE,2048,93
687,"('BENNETTCOLLEGENC', 93)",1000040509,"('BENEDICTCOLLEGE', 83)",1000040499,BENNETTCOLLEGE,231,93
784,"('BROWNUNIVERSITYMEDICALSCHOO', 93)",1000048714,"('BONDUNIVERSITY', 90)",1000045729,BONDUNIVERSITYMEDICALSCHOOL,5142,93
604,"('STJOHNSMEDICALCOLLEGE', 93)",1000048973,"('SAINTJOHNSCOLLEGE', 83)",1000038645,SAINTJOHNSMEDICALCOLLEGE,2742,93
1256,"('OXFORDUNIVERSITYMEDSCHOOL', 93)",1000048800,"('DQUNIVERSITY', 83)",1000041329,OXFORDUNIVERSITYMEDICALSCHOOL,2254,93
1127,"('HOWARDCOMMUNITYCOLLEGE', 93)",1000000735,"('BREVARDCOMMUNITYCOLLEGE', 91)",1000000676,BROWARDCOMMUNITYCOLLEGE,5084,93
104,"('UNIVERSITYOFTHEFREESTATE', 93)",1000047707,"('UNIVERSITYOFTRIESTE', 85)",1000000905,UNIVERSITYOFFREESTATE,5502,93
887,"('UNIVERSITYCOLLEGEDUBLIN', 93)",1000046159,"('UNIVERSITYOFDUBAI', 81)",1000046176,UNIVERSITYCOLLDUBLIN,3422,93
1766,"('MOUNTAINSTATEUNIVERSITY', 93)",1000000671,"('MORGANSTATEUNIVERSITY', 88)",1000043252,MONTANASTATEUNIVERSITY,1931,93
317,"('KAZAKHNATIONALMEDICALUNIVER', 93)",1000049849,"('MEDICALUNIVERSITYSC', 85)",1000043027,KAZAKHNATIONALMEDICALUNIVERSITY,5394,93
112,"('STPETERSBURGCOLLEGE', 93)",1000044569,"('STPETERSBURGCOLLEGIATEHS', 83)",1000008632,SAINTPETERSBURGCOLLEGE,5566,93
579,"('FLORIDAAMUNIVERSITY', 93)",1000041738,"('FLORIDAAMUNIVERSITYHS', 88)",1000008453,FLORIDAAANDMUNIVERSITY,972,93
864,"('GOVERNMENTMEDICALCOLLEGE', 92)",1000049796,"('GOVERNMENTMEDICALCOLLEGE', 92)",1000049796,RCSMGOVERNMENTMEDICALCOLLEGE,5253,92
203,"('SAINTJOHNSUNIVERSITY', 92)",1000044134,"('JOHNSONUNIVERSITY', 88)",1000042506,STJOHNSUNIVERSITY,5531,92
1101,"('FMHCOLLEGEMEDICINEDENTISTRY', 92)",1000049829,"('UPCOLLEGEOFMEDICINE', 80)",1000049095,FMHCOLLEGEOFMEDICINEANDDENTISTRY,5522,92
1599,"('OMANMEDICALCOLLEGE', 92)",1000049918,"('GOAMEDICALCOLLEGE', 89)",1000046725,BOLANMEDICALCOLLEGE,271,92
1025,"('COCHINUNIVERSITYOFSCIENCEANDTECHNOLOGY', 92)",1000046523,"('POHANGUNIVERSITYOFSCIENCEANDTECHNOLOGY', 92)",1000047214,IRANUNIVERSITYOFSCIENCEANDTECHNOLOGY,5446,92
950,"('GOVERNMENTMEDICALCOLLEGE', 92)",1000049796,"('GOVERNMENTMEDICALCOLLEGE', 92)",1000049796,GOVERNMENTMEDICALCOLLEGEKOTA,5358,92
409,"('NATIONALUNIVERSITYOFIRAN', 92)",1000047100,"('NATIONALUNIVERSITYOFIRELAND', 91)",1000047101,NATIONALUNIVERSITYOFRWANDA,2044,92
1787,"('UNIONCOLLEGE', 92)",1000044909,"('UNIONCOLLEGEKY', 86)",1000044910,MTUNIONCOLLEGE,1969,92
1701,"('OMANMEDICALCOLLEGE', 92)",1000049918,"('GOAMEDICALCOLLEGE', 89)",1000046725,HONANMEDICALCOLLEGE,1225,92
1073,"('SUNYPURCHASE', 92)",1000044653,"('ASE', 90)",1000038589,SUNYATPURCHASE,5440,92
333,"('IMOSTATEUNIVERSITY', 92)",1000049465,"('OHIOSTATEUNIVERSITYAGRICULTURALTECHNICALINST', 90)",1000047167,OHIOSTATEUNIVERSITY,2203,92
798,"('IESUNIVERSITYOFSYDNEY', 92)",1000048747,"('UNIVERSITYOFDENVER', 83)",1000044982,UNIVERSITYOFSYDNEY,3791,92
210,"('TENNESSEESTATEUNIVERSITY', 92)",1000044710,"('EASTTENNESSEESTATEUNIV', 88)",1000041527,EASTTENNESSEESTATEUNIVERSITY,803,92
861,"('UNIVERSIDADDELVALLE', 92)",1000049037,"('UNIVERSIDADLASALLE', 89)",1000049655,UNIVERSIDADDESALLE,3362,92
856,"('UNIVERSIDADDELESTE', 92)",1000045213,"('UNIVERSIDADDELOSANDES', 86)",1000046149,UNIVERSIDADDELSUDESTE,3357,92
1635,"('IMOSTATEUNIVERSITY', 92)",1000049465,"('WINONASTATEUNIVERSITY', 90)",1000045590,IOWASTATEUNIVERSITY,1359,92
1434,"('CRANBROOKACADEMYOFART', 92)",1000046573,"('NBER', 68)",SF000001477,CRANBROOKACADOFART,5561,92
677,"('CHUNGSHANMEDICALUNIVERSITY', 92)",1000048952,"('DQUNIVERSITY', 83)",1000041329,CHUNGSHANMEDUNIVERSITY,5277,92
1556,"('CATHOLICUNIVERSITYOFLILLE', 92)",1000046447,"('CATHOLICUNIVERSITYOFKOREA', 84)",1000048872,CATHOLICUNIVERSITYOFCHILE,414,92
2065,"('DEANINSTITUTEOFTECHNOLOGY', 92)",1000046605,"('ASIANINSTITUTEOFTECHNOLOGY', 91)",1000046319,INDIANINSTITUTEOFTECHNOLOGY,1280,92
585,"('AFRICAINTERNATIONALUNIVERSITY', 92)",1000046262,"('NATIONALUNIVERSITY', 90)",1000047098,FLORIDAINTERNATIONALUNIVERSITY,977,92
1257,"('OXFORDUNIVERSITYDCE', 91)",1000049104,"('OXFORDUNIVERSITY,ENGLAND', 90)",1000047182,OXFORDUNIVERSITY,2257,91
612,"('ERIEINSTITUTEOFTECHNOLOGY', 91)",1000041642,"('OREGONINSTITUTEOFTECHNOLOGY', 87)",1000043709,GEORGIAINSTITUTEOFTECHNOLOGY,1074,91
658,"('OMANMEDICALCOLLEGE', 91)",1000049918,"('MGMMEDICALCOLLEGE', 88)",1000048958,MLNMEDICALCOLLEGE,4844,91
1298,"('NEWHAMPSHIRETECHNICALINST', 91)",1000000442,"('ITTTECHNICALINST', 79)",1000042351,NEWHAMPSHIRETECHNICALINSTITUTE,5052,91
32,"('BJMEDICALCOLLEGE', 91)",1000048824,"('NRSMEDICALCOLLEGE', 88)",1000049267,JSSMEDICALCOLLEGE,5090,91
591,"('GOVERNMENTMEDICALCOLLEGE', 91)",1000049796,"('GOVERNMENTMEDICALCOLLEGE', 91)",1000049796,GOVERNMENTMEDICALCOLLEGEMIRAJ,5208,91
645,"('TAMILNADUDRMGRMEDICAL', 91)",1000049439,"('THIRDMILITARYMEDICALUNIV', 69)",1000049480,TAMILNADUDRMGRMEDICALUNIV,4805,91
572,"('MGMMEDICALCOLLEGE', 91)",1000048958,"('GOAMEDICALCOLLEGE', 86)",1000046725,GSVMMEDICALCOLLEGE,4738,91
2031,"('NRSMEDICALCOLLEGE', 91)",1000049267,"('SCBMEDICALCOLLEGE', 86)",1000049463,RUSHMEDICALCOLLEGE,2501,91
562,"('MGMMEDICALCOLLEGE', 91)",1000048958,"('GOAMEDICALCOLLEGE', 86)",1000046725,MKCGMEDICALCOLLEGE,4717,91
1190,"('HARVARDSCHOOLOFDENTALMED', 91)",1000046765,"('HARVARDSCHOOL', 90)",1000000061,HARVARDSCHOOLOFDENTALMEDICINE,1179,91
48,"('KRISHNAINSTITUTEOFMEDSCI', 91)",1000049153,"('INDIANINSTITUTEOFSCIENCE', 79)",1000046809,KRISHNAINSTITUTEOFMEDSCIENCES,5139,91
1111,"('UNIVERSITYOFSEOUL', 91)",1000047693,"('UNIVERSITYOFOSLO', 88)",1000046125,UNIVERSITYOFOULU,4298,91
1105,"('MGHINSTOFHEALTHPROFESSIONS', 91)",1000046986,"('HISINSTITUTE', 75)",1000022560,MGHINSTITUTEOFHEALTHPROFESSIONS,5527,91
1546,"('ALLENCOUNTYCOMMUNITYCOLLEGE', 91)",1000000917,"('TRICOUNTYCOMMUNITYCOLLEGE', 87)",1000000818,COLLINCOUNTYCOMMUNITYCOLLEGE,5570,91
1050,"('UNIVERSITYOFOSLO', 91)",1000046125,"('UNIVERSITYOFSEOUL', 88)",1000047693,UNIVERSITYOFMOSUL,3660,91
1608,"('ARMEDFORCESMEDICALCOLLEGE', 91)",1000049270,"('CCSMEDICAL', 81)",SF000000126,ARMEDFORCESMEDICALCOLLEGEPUNEU,130,91
911,"('HANOIMEDICALUNIVERSITY', 91)",1000041092,"('ACHMEDICALUNIVERSITY', 90)",1000049843,ANHUIMEDICALUNIVERSITY,4554,91
206,"('DUKEUNIVERSITYSCHOOLOFMED', 91)",1000048720,"('UNIVERSITYSCHOOL', 90)",1000028711,DUKEUNIVERSITYSCHOOLOFMEDICINE,787,91
316,"('DOWUNIVERSITYHEALTHSCIENCES', 91)",1000049801,"('UNIVERSITYOFTHESCIENCES', 90)",1000045257,UNIVERSITYOFHEALTHSCIENCES,5393,91
1757,"('RENSSELAERPOLYTECHNICINST', 91)",1000044013,"('WARSAWPOLYTECHNICINSTITUTE', 82)",1000047747,RENSSELAERPOLYTECHNICINSTITUTE,2439,91
1055,"('UNIVERSITYOFWALES', 91)",1000047722,"('UNIVERSITYOFPECS', 88)",1000000630,UNIVERSITYOFNAPLES,3671,91
964,"('HANOIMEDICALUNIVERSITY', 91)",1000041092,"('CHINAMEDICALUNIVERSITY', 86)",1000048847,HUAXIMEDICALUNIVERSITY,4653,91
1812,"('UNIVERSITYOFPARMA', 91)",1000047581,"('UNIVERSITYOFMADRAS', 89)",1000047655,UNIVERSITYOFPATRAS,3716,91
937,"('BJMEDICALCOLLEGE', 91)",1000048824,"('NRSMEDICALCOLLEGE', 88)",1000049267,JLNMEDICALCOLLEGE,4608,91
434,"('UNIVERSITYOFTHESOUTHWEST', 91)",1000045258,"('UNIVERSITYOFTHEEAST', 87)",1000047706,UNIVERSITYOFTHESOUTH,3257,91
1784,"('MOUNTHOLYOKECOLLEGE', 91)",1000000103,"('HOLYOKECMTYCOLLEGE', 82)",1000042166,MTHOLYOKECOLLEGE,1954,91
1351,"('ROSSUNIVERSITYSCHOOLOFMEDICINE', 91)",1000047274,"('UNIVERSITYSCHOOL', 90)",1000028711,HIROSAKIUNIVERSITYSCHOOLOFMEDICINE,4975,91
1348,"('XINJIANGMEDICALUNIVERSITY', 91)",1000049475,"('TIANJINMEDICALUNIVERSITY', 89)",1000049038,XIANMEDICALUNIVERSITY,4057,91
791,"('COCHINUNIVERSITYOFSCIENCEANDTECHNOLOGY', 91)",1000046523,"('POHANGUNIVERSITYOFSCIENCEANDTECHNOLOGY', 91)",1000047214,UNIVERSITYOFSCIENCEANDTECHNOLOGY,3771,91
1505,"('THREERIVERSCOMMUNITYCOLLEGE', 91)",1000000995,"('GREENRIVERCMTYCOLLEGE', 89)",1000041976,GREENRIVERCOMMUNITYCOLLEGE,5492,91
1715,"('BJMEDICALCOLLEGE', 91)",1000048824,"('MGMMEDICALCOLLEGE', 88)",1000048958,JJMMEDICALCOLLEGE,1371,91
1712,"('UNIVERSITYATBUFFALOSUNY', 91)",1000045217,"('UNIVERSITYATBUFFALO', 81)",SF000001559,UNIVERSITYOFBUFFALOSUNY,2822,91
547,"('UNIVERSITYOFAKRON', 91)",1000045221,"('UNIVERSITYOFOSLO', 88)",1000046125,UNIVERSITYOFKOLN,4696,91
1819,"('UNIVERSITYOFBATH', 91)",1000046167,"('UNIVERSITYOFBATNA', 88)",1000048924,UNIVERSITYOFRABAT,3731,91
1045,"('UNIVERSITYOFMILAN', 90)",1000049205,"('UNIVERSITYOFIOWA', 79)",1000045006,UNIVERSITYOFMILANFACULTYOFMEDICINE&SURGERY,3647,90
1058,"('NATIONALUNIVERSITY', 90)",1000047098,"('CHUNGBUKNATIONALUNIVERSITY', 90)",1000046497,CHUNGBUKNATIONALUNIVERSITYCOLLEGEOFMEDICINE,5064,90
1059,"('NATIONALUNIVERSITY', 90)",1000047098,"('CHONBUKNATIONALUNIVERSITY', 90)",1000046487,CHONBUKNATIONALUNIVERSITYCOLLOFMEDICINE,5065,90
1060,"('NATIONALUNIVERSITY', 90)",1000047098,"('NATIONALUNIVERSITY', 90)",1000047098,GYEONGSANGNATIONALUNIVERSITYCOLLOFMEDICINE,5066,90
1053,"('UNIVERSITYOFNAIROBI', 90)",1000048852,"('UNIVERSITYOFNAIROBI', 90)",1000048852,UNIVERSITYOFNAIROBIFACULTYOFMEDICINE,3667,90
1066,"('MINIAUNIVERSITY', 90)",1000047041,"('INHAUNIVERSITY', 84)",1000046819,MINIAUNIVERSITYFACULTYOFMEDICINE,5349,90
1168,"('CITYUNIVERSITY', 90)",1000046512,"('YORKCOLLEGE-CITYUNIVERSITYOFNEWYORK', 90)",1000047800,CITYUNIVERSITYOFNEWYORK,531,90
1192,"('HARVARDUNIVERSITYCHEMISTRY', 90)",1000046767,"('HARVARDUNIVERSITYGRADUATESCHOOLARTSSCIENCES', 90)",1000046769,HARVARDUNIVERSITY,1181,90
1039,"('UNIVERSITYOFMANCHESTER', 90)",1000046116,"('UNIVERSITYOFMARY', 79)",1000045234,UNIVERSITYOFMANCHESTERFACULTYOFMEDICINE,3634,90
1003,"('GOVERNMENTMEDICALCOLLEGE', 90)",1000049796,"('GOVERNMENTMEDICALCOLLEGE', 90)",1000049796,GOVERNMENTMEDICALCOLLEGEAMRITSARPUNJAB,1831,90
1011,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,365,90
1010,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,363,90
1191,"('HARVARDSCHOOL', 90)",1000000061,"('SCHOOLOFPUBLICHEALTH', 85)",SF000001036,HARVARDSCHOOLOFPUBLICHEALTH,1180,90
847,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,CHIBAUNIVERSITYSCHOOLOFMEDICINE,4503,90
853,"('UNIVERSIDADDELNORTE', 90)",1000040281,"('UNIVERSIDADDELEON', 79)",1000047552,UNIVERSIDADDELNORTEFACULTYOFMEDICINE,3354,90
1009,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,362,90
999,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,360,90
863,"('UNIVERSIDADMAYOR', 90)",1000000290,"('UNIVERSITYOFSANSIMON', 78)",1000046214,UNIVERSIDADMAYORDESANSIMON,3364,90
997,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,358,90
981,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,353,90
1027,"('UNIVERSITYOFLAUSANNE', 90)",1000049379,"('UNIVERSITYOFLAW', 84)",1000049172,UNIVERSITYOFLAUSANNEFACULTYOFMED,3603,90
962,"('STETSONUNIVERSITY', 90)",1000044597,"('TOWSONUNIVERSITY', 79)",1000044805,STETSONUNIVERSITYCOLLEGEOFLAW,5463,90
1029,"('UNIVERSITYOFLEEDS', 90)",1000046185,"('UNIVERSITYOFLIEGE', 79)",1000047651,UNIVERSITYOFLEEDSFACULTYOFMEDICINE,3607,90
1075,"('SUNYCOLLTECHAGRCOBLESKIL', 90)",1000000359,"('SUNYEDUCATIONOPPORTUNITYCTR', 90)",1000022558,SUNY,5507,90
953,"('MARIANUNIVERSITY', 90)",1000042918,"('MARIANUNIVERSITY', 90)",1000042918,MARIANUNIVERSITYCOLLOFOSTEOPATHICMED,5432,90
946,"('UNIVERSITYOFSHARJAH', 90)",1000049566,"('UNIVERSITYOFMARY', 79)",1000045234,UNIVERSITYOFSHARJAHCOLLOFMEDICINE,5272,90
1076,"('ISTANBULMEDIPOLUNIVERSITY', 90)",1000045876,"('BIOLAUNIVERSITY', 78)",1000040553,ISTANBULMEDIPOLUNIVERSITYFACULTYOFMEDICINE,5516,90
1125,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,TZUCHIUNIVERSITYSCHOOLOFMEDICINE,5079,90
1131,"('BAHRIAUNIVERSITY', 90)",1000045713,"('MARIANUNIVERSITY', 81)",1000042918,FRONTIERMEDCOLLBAHRIAUNIVERSITY,5351,90
1132,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,CASEWESTERNRESERVEUNIVERSITYSCHOOLOFMEDICINE,400,90
1136,"('AMERICANSCHOOL', 90)",1000034525,"('AMERICANSCHOOL', 90)",1000034525,LATINAMERICANSCHOOLOFMEDICINE,5389,90
907,"('MITCHELLCOLLEGE', 90)",1000043200,"('HILLCOLLEGE', 82)",1000000913,WILLIAMMITCHELLCOLLEGEOFLAW,5438,90
1146,"('AUGUSTANAUNIVERSITYCOLLEGE', 90)",1000046330,"('AUGUSTAUNIVERSITY', 73)",1000049427,AUGUSTANAUNIV,5511,90
1148,"('STJOHNOFGODCOLL', 90)",1000049914,"('COLLEGEBOREAL', 76)",1000049535,STJOHNOFGODCOLLEGEOFHEALTHSCIENCES,5548,90
1150,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,MIEUNIVERSITYSCHOOLOFMEDICINE,1890,90
1151,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,MEDITERRANEANUNIVERSITYSCHOOLOFMEDICINE,5556,90
1158,"('MONASHUNIVERSITY', 90)",1000045949,"('UNIVERSITYOFMELBOURNE', 83)",1000046192,MONASHUNIVERSITYMELBOURNE,1927,90
1159,"('WESTERNUNIVERSITY', 90)",1000048925,"('MIDWESTERNUNIVERSITYIL', 86)",1000043133,CHICAGOCOLLOFOSTEOPATHICMEDOFMIDWESTERNUNIVERSITY,477,90
1160,"('CHICAGOMEDICALSCHOOL', 90)",1000046477,"('UCLAMEDICALSCHOOL', 79)",1000048726,CHICAGOMEDICALSCHOOLATROSALINDFRANKLINU,479,90
1164,"('CITYUNIVERSITY', 90)",1000046512,"('YORKCOLLEGE-CITYUNIVERSITYOFNEWYORK', 90)",1000047800,CITYUNIVERSITYOFNEWYORK,526,90
1165,"('CITYUNIVERSITY', 90)",1000046512,"('YORKCOLLEGE-CITYUNIVERSITYOFNEWYORK', 90)",1000047800,CITYUNIVERSITYOFNEWYORK,527,90
1166,"('CITYUNIVERSITY', 90)",1000046512,"('YORKCOLLEGE-CITYUNIVERSITYOFNEWYORK', 90)",1000047800,CITYUNIVERSITYOFNEWYORK,528,90
901,"('UNIVERSITYOFMILAN', 90)",1000049205,"('UNIVERSITYOFIOWA', 79)",1000045006,UNIVERSITYOFMILANOFACULTYOFMEDICINE,5364,90
1129,"('LEEUNIVERSITY', 90)",1000042723,"('WASHINGTONANDLEEUNIV', 87)",1000045419,WASHINGTONANDLEEUNIVERSITY,5086,90
908,"('AMSTERDAMUNIVERSITYCOLLEGE', 90)",1000045705,"('AUGUSTANAUNIVERSITYCOLLEGE', 90)",1000046330,UNIVERSITYCOLLEGE,5536,90
1086,"('UNIVERSITYOFYAMANASHI', 90)",1000049473,"('UNIVERSITYOFMASSMEDSCHOOL', 81)",SF000001680,UNIVERSITYOFYAMANASHIMEDICALSCHOOL,4249,90
1113,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,JINANUNIVERSITYSCHOOLOFMEDICINE,4303,90
1088,"('UNIVERSIDADEESTADORIODEJAN', 90)",1000049166,"('UNIVERSIDADCES', 77)",1000048863,UNIVERSIDADEDOESTADORIODEJANEIRO,4251,90
1090,"('SHAHIDBEHESHTIUNIVERSITY', 90)",1000047334,"('TUIUNIVERSITY', 83)",1000044875,SHAHIDBEHESHTIUNIVERSITYOFMEDICALSCIENCES,4270,90
1167,"('CITYUNIVERSITY', 90)",1000046512,"('YORKCOLLEGE-CITYUNIVERSITYOFNEWYORK', 90)",1000047800,CITYUNIVERSITYOFNEWYORK,529,90
1099,"('YONSEIUNIVERSITY', 90)",1000046243,"('HOSEIUNIVERSITY', 84)",1000045849,YONSEIUNIVERSITYWONJUCOLLOFMEDICINE,5386,90
935,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,5231,90
1177,"('HAMILTONCOLLEGEINMADRID', 90)",1000048490,"('HAMILTONCOLL', 89)",1000042017,HAMILTONCOLLEGE,1150,90
933,"('SUPERIORSCHOOL', 90)",1000002346,"('KUSCHOOLOFMEDICINE', 81)",SF000001482,SUPERIORSCHOOLOFMEDICINE,4604,90
1110,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,FUJITAHEALTHUNIVERSITYSCHOOLOFMEDICINE,4295,90
930,"('KARNATAKAINSTOFMEDICALSCI', 90)",1000048780,"('NANKAIUNIVERSITY', 79)",1000047069,KARNATAKAINSTOFMEDICALSCIENCESKARNATAKAUNIVERSITY,5118,90
1012,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,366,90
1174,"('TSINGHUAUNIVERSITY', 90)",1000048795,"('SHIGAUNIVERSITYMEDICALSCI', 82)",1000049858,TSINGHUAUNIVERSITYMEDICALSCHOOL,5479,90
1173,"('GOVERNMENTMEDICALCOLLEGE', 90)",1000049796,"('GOVERNMENTMEDICALCOLLEGE', 90)",1000049796,GOVERNMENTMEDICALCOLLEGETHIRUVANANTHAPURAM,5382,90
1112,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,LEBANESEUNIVERSITYSCHOOLOFMEDICALSCIENCES,4301,90
913,"('CARDIFFUNIVERSITY', 90)",1000045744,"('LIFEUNIVERSITY', 77)",1000042757,CARDIFFUNIVERSITYFACULTYOFMEDICINE,4560,90
909,"('CALIFORNIANORTHSTATEUNIV', 90)",1000040770,"('TEDUNIVERSITY', 83)",1000046064,CALIFORNIANORTHSTATEUNIVERSITYCOLLOFMEDICINE,5542,90
1013,"('CALIFORNIASTATEUNIVEASTB', 90)",1000040756,"('CALIFNORTHSTATEUNIVERSITY', 88)",1000040748,CALIFORNIASTATEUNIVERSITY,368,90
0,"('UNIVERSITYOFKARACHI', 90)",1000047643,"('LEEUNIVERSITY', 83)",1000042723,BAQAIMEDICALCOLLEGEUNIVERSITYOFKARACHI,4963,90
1200,"('SMITHCOLLEGE', 90)",1000044339,"('HOBARTWILLIAMSMITHCOLL', 88)",1000042146,HOBARTANDWILLIAMSMITHCOLLEGE,1217,90
1786,"('ISCHOOL', 90)",1000002555,"('ISCHOOL', 90)",1000002555,MTSINAISCHOOLOFMEDICINEOFNEWYORKUNIVERSITY,1961,90
1741,"('KOREAUNIVERSITY', 90)",1000045898,"('ROSSUNIVERSITYSCHOOLOFMEDICINE', 81)",1000047274,KOREAUNIVERSITYCOLLOFMEDICINE,1525,90
1744,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,KUMAMOTOUNIVERSITYSCHOOLOFMEDICINE,1529,90
1748,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,KURUMEUNIVERSITYSCHOOLOFMEDICINE,1535,90
1751,"('UNIVERSITYSCHOOL', 90)",1000028711,"('UNIVERSITYSCHOOL', 90)",1000028711,KYORINUNIVERSITYSCHOOLOFMEDICINE,1541,90
